# =*= AGENT TRAINING =*=
#
# = TRAINING PARAMETERS =
#  * Agent type: reactive
#  * Dataset used: matterport
#  * Training length: 10000 episodes
#  * Date / hour: 2021-08-23_11:31:32
# = ADDITIONAL PARAMETERS =
#  * reward_method: contour
#
# = EPISODE TRAINING RESULTS

episode,time_taken,actions_taken,goal_distance,successful,average_reward
47,0.9022047519683838,5,15.081997,False,-0.20811353517794942
48,0.1784672737121582,1,18.35259,False,-100.0
49,0.35677218437194824,2,2.927562,False,-49.855063361467145
50,0.35529065132141113,2,6.998549,False,-49.19666958492693
51,1.059168815612793,6,23.840103,False,-16.78011600527188
52,0.8851988315582275,5,6.933253,False,1.4963825227911598
53,1.0592403411865234,6,9.392428,False,-16.220018900793143
54,1.4128141403198242,8,24.298546,False,-12.761911950253122
55,0.1791219711303711,1,25.023035,False,-100.0
56,0.8820631504058838,5,9.033779,False,-18.93916247195565
57,0.5325465202331543,3,6.945412,False,-34.998582204182945
58,0.8825287818908691,5,16.362139,False,-19.74861699518314
59,1.0620629787445068,6,19.076483,False,-17.09493784034491
60,0.17133760452270508,1,10.550897,False,-100.0
61,0.1714460849761963,1,9.975213,False,-100.0
62,0.8835608959197998,5,19.917643,False,-20.83440868696666
63,0.3553323745727539,2,10.693669,False,-50.0
64,0.887420654296875,5,17.285143,False,-20.0047058217825
65,0.17844939231872559,1,18.80679,False,-100.0
66,0.5397417545318604,3,11.415207,False,-34.15048397366461
67,0.17893075942993164,1,16.391314,False,-100.0
68,0.35605740547180176,2,15.1949835,False,-49.977576564819415
69,0.53470778465271,3,7.1922793,False,-33.329249981964004
70,0.5370702743530273,3,15.566781,False,-32.767534561307
71,0.18077683448791504,1,10.94644,False,-100.0
72,0.1809523105621338,1,7.469132,False,-100.0
73,0.7133989334106445,4,7.6406264,False,-24.119834935463025
74,0.6988835334777832,4,17.574358,False,-25.729148350704953
75,0.17797279357910156,1,22.941534,False,-100.0
76,0.7058050632476807,4,15.548486,False,-23.767603705807254
77,0.1773545742034912,1,9.376938,False,-100.0
78,0.35349249839782715,2,4.1654196,False,-49.14127049613214
79,0.7049853801727295,4,9.749353,False,-25.0
80,0.7170641422271729,4,9.985225,False,-25.0308476312104
81,0.3583049774169922,2,14.887628,False,-50.0
82,0.5414087772369385,3,12.854953,False,-36.180924563369054
83,1.2511250972747803,7,5.8565264,False,-14.285714285714286
84,0.8661360740661621,4,14.027446,False,-24.473666062973912
85,0.7140476703643799,4,11.158699,False,-24.982907429200438
86,0.17870545387268066,1,7.9999905,False,-100.0
87,0.35800671577453613,2,8.035193,False,-49.98791403833591
88,0.3588423728942871,2,4.4724007,False,-49.9683079955758
89,0.17977309226989746,1,9.236955,False,-100.0
90,1.4265251159667969,8,20.379095,False,-13.480870201987944
91,0.889824390411377,5,11.539282,False,-1.449475204592187
92,0.8900058269500732,5,6.6610804,False,1.0226076681735576
93,1.609771728515625,9,12.942562,False,-10.355011422322693
94,0.17783498764038086,1,6.318274,False,-100.0
95,0.8917086124420166,5,19.679972,False,-19.987181391090427
96,0.17920303344726562,1,24.657843,False,-100.0
97,0.5373420715332031,3,9.656762,False,-32.92528965363941
98,0.5350687503814697,3,5.7862725,False,-33.34635897059302
99,0.7125601768493652,4,22.281208,False,-26.167172849124015
100,0.1788012981414795,1,21.310373,False,-100.0
101,2.330552816390991,13,24.84661,False,-7.810305382931788
102,1.2508213520050049,7,17.250235,False,-14.223019986599322
103,0.5359976291656494,3,21.710224,False,-33.85644802887683
104,1.4327309131622314,8,24.526289,False,-12.854165415948955
105,0.5387957096099854,3,4.70802,False,-33.333333333333336
106,0.3572719097137451,2,15.64071,False,-49.436298663730696
107,0.8942453861236572,5,16.658533,False,-21.033761035681607
108,1.2519688606262207,7,21.755926,False,-13.929151807512556
109,0.1789407730102539,1,13.615667,False,-100.0
110,0.18054890632629395,1,20.606527,False,-100.0
111,1.249929666519165,7,25.470457,False,-14.834334870948826
112,0.17921781539916992,1,19.374132,False,-100.0
113,0.3596987724304199,2,19.483406,False,-51.74925319860229
114,0.17919373512268066,1,11.86463,False,-100.0
115,2.332341194152832,13,5.5601697,False,-7.358266588576431
116,0.359511137008667,2,13.682391,False,-49.94222163689399
117,0.17920351028442383,1,7.2319894,False,-100.0
118,1.0789575576782227,6,9.786615,False,-16.458443658156405
119,0.17946290969848633,1,22.101582,False,-100.0
120,0.8932831287384033,5,20.324837,False,-20.400413701305915
121,0.35897016525268555,2,15.269557,False,-50.41830733899137
122,0.5343966484069824,3,23.509659,False,-32.859490566324176
123,0.17911767959594727,1,13.115493,False,-100.0
124,0.1794428825378418,1,10.076181,False,-100.0
125,0.5379934310913086,3,7.055484,False,-33.708659584604085
126,0.5357258319854736,3,12.083887,False,-33.60334722185609
127,0.7125051021575928,4,22.27186,False,-24.427574280852426
128,0.8883941173553467,5,8.8780365,False,0.1648426055908203
129,0.35601139068603516,2,26.153814,False,-50.9457944574398
130,1.6057548522949219,9,8.267476,False,-12.23967280411358
131,1.4329724311828613,8,8.420347,False,-12.249502543839931
132,0.8911068439483643,5,5.8443446,False,-19.837514574665217
133,1.2530543804168701,7,10.899723,False,-13.913711784431262
134,2.5293421745300293,14,12.717983,False,-7.437694262190127
135,0.18024539947509766,1,6.707391,False,-100.0
136,0.1791994571685791,1,15.486532,False,-100.0
137,1.257185935974121,7,7.7970486,False,-13.993765645849507
138,2.333811044692993,13,20.028997,False,-7.351786442777745
139,0.17923498153686523,1,13.385883,False,-100.0
140,0.5362169742584229,3,16.71094,False,-34.25195664546984
141,0.17928528785705566,1,19.382431,False,-100.0
142,0.35813117027282715,2,11.917136,False,-50.11717804031446
143,0.18044424057006836,1,23.818687,False,-100.0
144,0.3564739227294922,2,10.673566,False,-50.01549292283285
145,0.5417995452880859,3,11.215879,False,-32.871172149620115
146,1.9590210914611816,11,11.043259,False,-9.521126088966879
147,0.1815776824951172,1,8.368416,False,-100.0
148,1.069782018661499,6,15.333524,False,-16.520147550653487
149,0.1775963306427002,1,22.276737,False,-100.0
150,0.8921456336975098,5,16.221113,False,-18.098687112971664
151,0.17910027503967285,1,12.09671,False,-100.0
152,0.5368335247039795,3,20.3176,False,-33.37431573344153
153,0.35832762718200684,2,20.203539,False,-49.93740648593665
154,0.3591761589050293,2,20.833836,False,-50.266662956573356
155,1.2519233226776123,7,8.851352,False,-13.273089272635323
156,0.7140119075775146,4,13.587629,False,-24.801485538482666
157,0.35834693908691406,2,24.340008,False,-48.13554960613784
158,0.8936047554016113,5,21.626345,False,-20.26978389619804
159,0.535193920135498,3,15.092211,False,-33.535699688190874
160,0.17934966087341309,1,10.3566265,False,-100.0
161,0.7190816402435303,4,6.6628633,False,-24.52124471832299
162,0.5352602005004883,3,15.102616,False,-35.58270171826366
163,0.1800367832183838,1,8.249139,False,-100.0
164,0.5363399982452393,3,19.712898,False,-32.44321590210879
165,0.17927122116088867,1,6.6622925,False,-100.0
166,0.8989133834838867,5,13.479039,False,0.8158998513233258
167,0.3579130172729492,2,10.616144,False,-50.06147944127484
168,0.18082070350646973,1,12.484836,False,-100.0
169,0.17951107025146484,1,24.476917,False,-100.0
170,1.4338717460632324,8,20.65797,False,-12.98542349281395
171,0.18004059791564941,1,8.562093,False,-100.0
172,1.254598617553711,7,16.89384,False,-14.444978776727655
173,0.7165749073028564,4,14.317784,False,-24.482054710388184
174,0.5369927883148193,3,19.540451,False,-32.73170828900225
175,0.7178497314453125,4,17.347607,False,-24.99420573031921
176,1.2521369457244873,7,10.153742,False,-14.323260794309904
177,0.3581540584564209,2,10.673448,False,-50.40263290951057
178,0.17819547653198242,1,7.6158233,False,-100.0
179,0.17911005020141602,1,11.07903,False,-100.0
180,0.1815507411956787,1,10.346147,False,-100.0
181,2.5061521530151367,14,8.41321,False,-7.6094102363024145
182,0.8892152309417725,5,15.142959,False,-0.8962400187228639
183,0.35468554496765137,2,20.792374,False,-50.11076703833359
184,1.6110525131225586,9,7.620003,False,-10.857177045112389
185,0.5303575992584229,3,10.008383,False,-33.333333333333336
186,0.3547053337097168,2,16.955107,False,-50.98004999913708
187,2.323183059692383,13,12.980936,False,-7.734452704866905
188,0.3542492389678955,2,25.491686,False,-49.071550369262695
189,0.17859697341918945,1,17.632542,False,-100.0
190,0.35692596435546875,2,21.250652,False,-49.407650462637676
191,1.7846057415008545,10,23.647163,False,-10.26772966960748
192,0.8841888904571533,5,19.12362,False,-19.932503121730615
193,1.2415921688079834,7,19.573463,False,-14.735679626464844
194,0.35549497604370117,2,17.41993,False,-50.775626706378745
195,1.4236986637115479,8,17.98775,False,-12.567189054936343
196,0.1787879467010498,1,9.2049885,False,-100.0
197,2.322559356689453,13,16.26297,False,-8.475318410173767
198,1.0663673877716064,6,19.86472,False,-16.929185345916462
199,0.530663013458252,3,6.338481,False,-32.48651553848742
200,1.967588186264038,11,16.955883,False,-9.090909090909092
201,0.5356252193450928,3,21.482386,False,-33.333333333333336
202,0.1804523468017578,1,16.546717,False,-100.0
203,0.35794782638549805,2,17.361872,False,-49.93012172794991
204,0.5366339683532715,3,10.4325285,False,-33.24787008057307
205,0.5400261878967285,3,20.847551,False,-33.68587488679128
206,0.35711121559143066,2,11.047783,False,-50.51933288574219
207,0.1788191795349121,1,12.239886,False,-100.0
208,0.8944172859191895,5,8.3425665,False,-18.531976027784058
209,1.0700762271881104,6,21.99952,False,-17.03605016072591
210,1.252009630203247,7,6.1650696,False,-15.281475612095424
211,2.706974983215332,15,16.788437,False,-7.294617904517717
212,3.4114723205566406,19,12.312628,False,-6.0321195502030225
213,0.7091553211212158,4,14.217694,False,-24.49069302319233
214,0.7124695777893066,4,7.4406776,False,-25.82565987566254
215,1.4244670867919922,8,18.632847,False,-13.334111836283803
216,2.138366222381592,12,8.65933,False,-8.226067818481331
217,0.3541741371154785,2,17.205736,False,-49.14330304865611
218,0.3559916019439697,2,18.245907,False,-49.67895593135569
219,0.533454179763794,3,21.660997,False,-32.68557859670782
220,1.6203961372375488,9,9.864096,False,-10.635433553618533
221,0.1804511547088623,1,21.481045,False,-100.0
222,0.35860490798950195,2,6.0359488,False,-49.83993150842224
223,0.8927257061004639,5,16.034733,False,-21.19034412254024
224,1.0709433555603027,6,9.551728,False,-16.529914538065594
225,2.1673574447631836,12,12.37462,False,-7.744969429881603
226,1.6157593727111816,9,21.752815,False,-11.370721411609745
227,1.2521717548370361,7,15.669705,False,-14.38300838715406
228,1.078937292098999,6,4.204201,False,-16.610471901223523
229,0.1792151927947998,1,8.079203,False,-100.0
230,0.18355107307434082,1,2.2405806,False,-100.0
231,0.710221529006958,4,14.519375,False,-25.35966510429133
232,0.17842578887939453,1,12.806498,False,-100.0
233,0.5342822074890137,3,8.22966,False,-34.39323311918783
234,1.2475380897521973,7,18.102173,False,-13.954709236599788
235,0.17800664901733398,1,10.481678,False,-100.0
236,0.17812180519104004,1,20.477135,False,-100.0
237,0.3652040958404541,2,6.2099514,False,-49.47795721296413
238,1.429048776626587,8,17.003185,False,-12.086306245409158
239,0.5321180820465088,3,10.885524,False,-33.30918572164732
240,0.18448948860168457,1,10.056875,False,-100.0
241,0.17860078811645508,1,6.0884023,False,-100.0
242,0.8858954906463623,5,18.269173,False,-20.083686171056968
243,1.0749218463897705,6,8.282835,False,-15.765218690615159
244,0.35765552520751953,2,10.4586315,False,-51.9014239667611
245,1.616429328918457,9,5.988791,False,-11.649199591742622
246,0.5353105068206787,3,10.981885,False,-33.333333333333336
247,0.8953895568847656,5,4.208877,False,0.24543051539743174
248,1.0769619941711426,6,19.193226,False,-16.880087075526816
249,0.35929203033447266,2,13.107816,False,-50.3431341920013
250,1.6129376888275146,9,16.087378,False,-11.124965062807625
251,1.0652759075164795,6,21.527767,False,-16.37578057595484
252,0.8850986957550049,5,20.153538,False,-19.548486742148505
253,0.3589029312133789,2,25.771402,False,-49.36642066684897
254,1.080094814300537,6,12.590818,False,-16.421329265086936
255,0.7131929397583008,4,14.90943,False,-25.874119101715834
256,0.17946124076843262,1,11.767588,False,-100.0
257,1.6152315139770508,9,20.7334,False,-10.075669387045629
258,0.892301082611084,5,13.685234,False,-19.720302899934723
259,0.18030691146850586,1,13.589662,False,-100.0
260,1.6244359016418457,9,15.337598,False,-11.346400738257573
261,1.0732405185699463,6,9.774853,False,-17.1170170997132
262,0.36273980140686035,2,12.5488,False,-50.0
263,0.3597853183746338,2,16.511515,False,-49.79373172240739
264,0.1806483268737793,1,7.604533,False,-100.0
265,1.0809805393218994,6,16.160555,False,-17.73825983723329
266,0.1805436611175537,1,14.263379,False,-100.0
267,0.8914320468902588,5,26.624996,False,-20.499755859375
268,0.17971467971801758,1,18.266182,False,-100.0
269,0.5382535457611084,3,14.161709,False,-32.85864108731794
270,0.36039304733276367,2,10.2648735,False,-50.316309766828574
271,0.1810307502746582,1,9.211726,False,-100.0
272,2.157578468322754,12,19.78787,False,-8.351759673879485
273,0.17952537536621094,1,15.927664,False,-100.0
274,0.5373785495758057,3,18.273455,False,-32.61574135465358
275,0.3585941791534424,2,11.942003,False,-49.85321113731875
276,0.5354464054107666,3,9.100254,False,-33.333333333333336
277,0.35779595375061035,2,24.990139,False,-50.0
278,0.8954463005065918,5,7.305402,False,-0.31868687469482493
279,0.1820056438446045,1,14.5048895,False,-100.0
280,1.4348015785217285,8,8.884744,False,-13.361903429031372
281,0.17987918853759766,1,10.61775,False,-100.0
282,0.180466890335083,1,25.559586,False,-100.0
283,1.4343812465667725,8,12.742442,False,-12.50792300110605
284,0.5387353897094727,3,17.30748,False,-34.17473001311584
285,0.1796860694885254,1,20.443352,False,-100.0
286,0.3583190441131592,2,27.265882,False,-51.071005465610654
287,0.3600003719329834,2,8.576534,False,-49.99212526914916
288,0.7155768871307373,4,16.174677,False,-24.99503300049785
289,0.17977404594421387,1,10.853561,False,-100.0
290,0.8923320770263672,5,3.6589255,False,-20.453909853974732
291,0.5360383987426758,3,7.453258,False,-34.08549206641317
292,0.17897510528564453,1,5.413484,False,-100.0
293,0.17879533767700195,1,12.122476,False,-100.0
294,1.2509572505950928,7,18.783348,False,-14.04828841925428
295,0.3566429615020752,2,15.966697,False,-51.38227149022289
296,0.5371201038360596,3,20.26428,False,-33.422793656070496
297,0.3580195903778076,2,9.086282,False,-49.542358028138786
298,0.8966054916381836,5,15.203182,False,-20.15673303500011
299,0.1803443431854248,1,13.582114,False,-100.0
300,0.35851240158081055,2,7.227058,False,-50.0
301,0.5369699001312256,3,5.9472933,False,-33.622993200234625
302,0.36177682876586914,2,5.5478797,False,-49.56799565240411
303,0.17983293533325195,1,13.712536,False,-100.0
304,2.701719045639038,15,9.099935,False,-5.94860278329715
305,0.17899131774902344,1,10.518913,False,-100.0
306,0.18052172660827637,1,21.855885,False,-100.0
307,2.71475887298584,15,6.743203,False,-6.184443446862264
308,0.35862112045288086,2,3.967968,False,-52.06594996262777
309,0.17954301834106445,1,15.235672,False,-100.0
310,0.1794445514678955,1,20.762085,False,-100.0
311,2.7118544578552246,15,23.969173,False,-6.277245059263498
312,0.17981290817260742,1,10.974156,False,-100.0
313,0.5367517471313477,3,8.743963,False,-32.602125803629555
314,0.3568229675292969,2,11.113339,False,-49.97354056363891
315,0.17920303344726562,1,13.097008,False,-100.0
316,0.17919087409973145,1,5.1409464,False,-100.0
317,1.2556507587432861,7,7.3108,False,-14.743538584027972
318,1.2545287609100342,7,17.180681,False,-16.03726195842361
319,0.18022465705871582,1,21.423594,False,-100.0
320,0.8915040493011475,5,12.680071,False,-20.0
321,0.18017053604125977,1,11.146388,False,-100.0
322,0.3570058345794678,2,7.773296,False,-50.033785267596215
323,0.17986059188842773,1,7.946022,False,-100.0
324,0.17901277542114258,1,20.581133,False,-100.0
325,0.5401744842529297,3,19.584776,False,-34.427438910858534
326,0.1792902946472168,1,9.325172,False,-100.0
327,1.0724194049835205,6,22.815144,False,-15.457803189582767
328,0.3586452007293701,2,18.164213,False,-49.98519890080776
329,0.17910981178283691,1,23.932875,False,-100.0
330,1.0749483108520508,6,23.067741,False,-17.5630255748698
331,0.3580918312072754,2,8.486234,False,-49.94182241849951
332,0.3581352233886719,2,11.44769,False,-49.90310288139916
333,0.7179534435272217,4,20.485195,False,-24.98819373606861
334,0.3569209575653076,2,6.0828967,False,-50.10130480589999
335,0.17893314361572266,1,18.912167,False,-100.0
336,0.17887187004089355,1,7.793233,False,-100.0
337,0.5349295139312744,3,15.727153,False,-33.506634735883246
338,0.5382494926452637,3,19.204388,False,-33.333333333333336
339,0.17882013320922852,1,19.397392,False,-100.0
340,0.896975040435791,5,17.048468,False,-0.8103306110831795
341,0.3573489189147949,2,2.7030692,False,-50.313833668545385
342,0.3548140525817871,2,22.62608,False,-49.87668574440963
343,1.6098177433013916,9,13.0726,False,-12.0598802909504
344,1.4272246360778809,8,25.119225,False,-11.523502855031076
345,0.5352950096130371,3,2.935022,False,-33.333333333333336
346,1.075317621231079,6,8.304199,False,-16.52970339370446
347,0.18009638786315918,1,10.048423,False,-100.0
348,0.8971562385559082,5,15.46474,False,-21.02993895024315
349,0.3594069480895996,2,14.282958,False,-50.28948210412223
350,0.5426068305969238,3,11.8307495,False,-33.351091393367135
351,0.1803445816040039,1,9.806362,False,-100.0
352,1.4385097026824951,8,17.102293,False,-13.115248342420184
353,1.0744655132293701,6,3.974356,False,-16.70557488981523
354,0.3586130142211914,2,6.5319877,False,-50.06161502846676
355,1.074988842010498,6,6.517186,False,-16.61226959430444
356,0.716167688369751,4,11.995152,False,-24.79362882977355
357,0.5393049716949463,3,8.393661,False,-33.333333333333336
358,0.7166483402252197,4,9.952048,False,-24.95425217578427
359,0.357769250869751,2,6.9511247,False,-49.03493534066782
360,2.158971071243286,12,18.460169,False,-8.002009442877734
361,0.5391983985900879,3,18.55526,False,-33.333333333333336
362,0.1804976463317871,1,7.1296597,False,-100.0
363,0.5350706577301025,3,4.131716,False,-34.03625769956269
364,0.8943004608154297,5,5.317252,False,-19.530771983851885
365,0.1797947883605957,1,16.214846,False,-100.0
366,0.18095779418945312,1,20.972809,False,-100.0
367,0.9020044803619385,5,13.537999,False,0.00043013365892647927
368,1.8000013828277588,10,15.2307205,False,-9.453116435226733
369,1.2576005458831787,7,25.051533,False,-14.34452558366186
370,2.8812687397003174,16,1.542196,False,-6.659882445226936
371,0.3576085567474365,2,22.31848,False,-50.0
372,0.35862064361572266,2,13.806823,False,-50.87523524376466
373,0.5409524440765381,3,17.675209,False,-34.07237147064501
374,0.35930728912353516,2,11.89672,False,-50.0
375,0.8933656215667725,5,24.92239,False,-21.408496549739787
376,0.7195889949798584,4,7.05585,False,-24.490318019402462
377,0.1807873249053955,1,22.652937,False,-100.0
378,0.18019914627075195,1,8.491788,False,-100.0
379,1.2578532695770264,7,8.123947,False,-14.009246531086564
380,0.1798865795135498,1,3.2534578,False,-100.0
381,2.8890221118927,16,13.0469055,False,-6.664036397776945
382,0.7143223285675049,4,9.966388,False,-25.230245701365657
383,1.255645751953125,7,22.995152,False,-14.730184004944586
384,0.3606250286102295,2,15.033509,False,-50.169238602567376
385,1.2548394203186035,7,15.749299,False,-14.796401653273298
386,2.5226869583129883,14,4.090281,False,-8.078690010185205
387,0.5370948314666748,3,10.696635,False,-33.333333333333336
388,0.8993532657623291,5,17.8598,False,-0.7363609178087074
389,0.18099379539489746,1,10.60324,False,-100.0
390,0.8965370655059814,5,16.337013,False,-20.819056863490083
391,0.1821432113647461,1,14.013548,False,-100.0
392,0.17949271202087402,1,7.814948,False,-100.0
393,0.179213285446167,1,10.663027,False,-100.0
394,0.1790454387664795,1,12.1246805,False,-100.0
395,0.5360705852508545,3,4.0825043,False,-33.27991709800276
396,0.5415656566619873,3,15.331734,False,-33.47132244366031
397,0.8979198932647705,5,10.729194,False,-19.70017920265401
398,1.257695198059082,7,20.817383,False,-13.62377429281843
399,0.5394070148468018,3,12.455278,False,-36.23629487068908
400,0.18043255805969238,1,17.877052,False,-100.0
401,0.35793113708496094,2,7.9299583,False,-49.96923316405476
402,1.8007304668426514,10,10.350359,False,-9.680071759197022
403,0.5393455028533936,3,13.69183,False,-32.69536269194098
404,0.5360307693481445,3,25.92743,False,-34.93748156309103
405,0.5377137660980225,3,9.909263,False,-33.24935701846732
406,0.3641929626464844,2,8.647815,False,-49.807899185492545
407,0.18196678161621094,1,11.862659,False,-100.0
408,0.8966164588928223,5,21.69348,False,-19.70127997037859
409,0.7193684577941895,4,21.091555,False,-24.254919173656162
410,0.18488264083862305,1,6.449242,False,-100.0
411,2.1713478565216064,12,11.645794,False,-8.657404625856717
412,0.1808462142944336,1,11.993143,False,-100.0
413,0.18403053283691406,1,7.4282465,False,-100.0
414,2.152216672897339,12,18.172108,False,-9.142045470856248
415,0.546760082244873,3,16.226007,False,-32.79726226173232
416,0.18446946144104004,1,18.941172,False,-100.0
417,1.7986524105072021,10,5.812678,False,-9.319503271417437
418,0.7147831916809082,4,10.199938,False,-24.742423206511305
419,0.36052870750427246,2,22.575287,False,-51.197195053100586
420,0.714836835861206,4,10.81298,False,-24.944097995758057
421,0.18081307411193848,1,15.544679,False,-100.0
422,0.18009662628173828,1,7.870959,False,-100.0
423,0.717498779296875,4,25.044939,False,-24.59534962938963
424,0.36017322540283203,2,22.099838,False,-49.916070869757576
425,0.9005923271179199,5,17.580435,False,-18.251453399658203
426,1.4419655799865723,8,19.789019,False,-12.582163745276702
427,0.18161988258361816,1,11.2754545,False,-100.0
428,0.18190503120422363,1,14.298822,False,-100.0
429,0.7087850570678711,4,21.771313,False,-25.16682681069168
430,0.8938202857971191,5,12.126343,False,0.3618526458740206
431,0.1804511547088623,1,10.096471,False,-100.0
432,0.71295166015625,4,19.31282,False,-25.74400221928748
433,0.8856725692749023,5,2.8016133,False,-19.74019369988729
434,0.5313737392425537,3,11.442458,False,-33.10976767366928
435,0.17876434326171875,1,13.377412,False,-100.0
436,0.35697484016418457,2,9.930639,False,-50.10157027647429
437,0.17933177947998047,1,21.823029,False,-100.0
438,0.17878246307373047,1,18.136063,False,-100.0
439,0.8938267230987549,5,20.231321,False,-0.567985938337489
440,0.17778444290161133,1,18.52576,False,-100.0
441,0.7088301181793213,4,10.047838,False,-25.265518349688865
442,1.420793056488037,8,5.6870623,False,-12.149661865925312
443,0.7113373279571533,4,13.490549,False,-24.999289209423708
444,1.605604648590088,9,5.6728263,False,-11.393608838937457
445,0.8886773586273193,5,16.92023,False,-20.0
446,0.5313222408294678,3,25.232185,False,-33.333333333333336
447,0.8923938274383545,5,20.755424,False,-20.61941931950122
448,0.17844176292419434,1,23.373495,False,-100.0
449,0.1781907081604004,1,18.217382,False,-100.0
450,0.1784517765045166,1,6.3230853,False,-100.0
451,0.185028076171875,1,17.917175,False,-100.0
452,2.160849094390869,12,23.032593,False,-8.936324874414844
453,0.7267804145812988,4,15.725746,False,-25.17218828201294
454,0.5446724891662598,3,7.144213,False,-33.44380679677112
455,0.18378043174743652,1,18.72929,False,-100.0
456,0.7238914966583252,4,13.787105,False,-24.984153997787892
457,0.5372695922851562,3,13.969195,False,-33.227248858265845
458,1.801957368850708,10,13.594251,False,-9.808576465493923
459,0.8939118385314941,5,10.715018,False,-19.525510787963867
460,1.450277328491211,8,8.655131,False,-11.433670508068264
461,0.7133383750915527,4,11.00521,False,-25.576391069579383
462,0.8982200622558594,5,13.290747,False,-20.883602142333984
463,1.6144940853118896,9,5.5953846,False,-11.237653833176982
464,0.3549530506134033,2,9.262498,False,-50.075119816106685
465,1.0711658000946045,6,14.40674,False,-15.909616391298428
466,2.166637897491455,12,26.933275,False,-8.480485424993299
467,0.3570442199707031,2,12.635847,False,-50.15324927284061
468,0.18242263793945312,1,8.728213,False,-100.0
469,0.18036556243896484,1,8.405031,False,-100.0
470,1.2579939365386963,7,11.846659,False,-13.352144778893917
471,0.36495113372802734,2,16.057768,False,-49.69749065816923
472,0.36269640922546387,2,9.891149,False,-50.0
473,0.35996246337890625,2,9.209999,False,-49.03080878216579
474,0.3580498695373535,2,9.575378,False,-49.19102711077346
475,0.18259382247924805,1,10.538121,False,-100.0
476,1.6237120628356934,9,16.268185,False,-10.735919699900867
477,0.7145020961761475,4,25.202768,False,-25.622024536132812
478,0.8979418277740479,5,15.824863,False,-21.21888017000694
479,1.6243975162506104,9,14.432139,False,-10.938117021592527
480,0.3591492176055908,2,15.810845,False,-50.17087217262663
481,0.362715482711792,2,21.664963,False,-50.33240573877366
482,1.077362060546875,6,9.144769,False,-16.04934645360311
483,0.18051981925964355,1,12.637996,False,-100.0
484,1.084810733795166,6,10.928742,False,-16.666666666666668
485,0.18024349212646484,1,13.902005,False,-100.0
486,1.4426791667938232,8,8.645575,False,-12.738638605754911
487,3.0751869678497314,17,14.107658,False,-6.889609898159079
488,0.5406568050384521,3,6.0998797,False,-33.333333333333336
489,0.5428309440612793,3,16.84633,False,-38.224090054416244
490,0.35924410820007324,2,11.316869,False,-49.966214732403785
